b_range,S,energy_mev,radius_fm,prob_bare,prob_dressed
2.0555555555555554,36.794534937654824,-4.44184848,1.68729993,0.95976909,0.04023091
2.0555555555555554,37.90564604876594,-5.57810932,1.58653644,0.95439071,0.04560929
2.0555555555555554,39.016757159877045,-6.82887032,1.50729503,0.94902039,0.05097961
2.0555555555555554,40.12786827098816,-8.19156712,1.4434466,0.94362673,0.05637327
2.111111111111111,29.147724013528837,-0.22613539,5.0330667,0.99186441,0.00813559
2.111111111111111,30.258835124639948,-0.58176814,3.46554256,0.98673056,0.01326944
2.111111111111111,31.36994623575106,-1.07227414,2.72296681,0.98169201,0.01830799
2.111111111111111,32.48105734686217,-1.71035568,2.29623692,0.97645661,0.02354339
2.111111111111111,33.22408627264065,-2.21093454,2.10676657,0.97294872,0.02705128
2.111111111111111,33.24206344830484,-2.22043414,2.1034138,0.97290348,0.02709652
2.111111111111111,33.59216845797328,-2.47844948,2.0256416,0.97123118,0.02876882
2.111111111111111,34.703279569084394,-3.38029724,1.83707687,0.96587709,0.03412291
2.111111111111111,35.8143906801955,-4.39982315,1.70348528,0.96059283,0.03940717
2.111111111111111,36.925501791306615,2.94680679,4.4675702,0.99588694,0.00411306
2.111111111111111,38.03661290241773,-6.78642129,1.51912774,0.95000162,0.04999838
2.111111111111111,39.14772401352884,-8.16221248,1.45443953,0.94449174,0.05550826
2.1666666666666665,28.224086272640648,-0.21243913,5.0793376,0.99220388,0.00779612
2.1666666666666665,29.33519738375176,-0.55572343,3.50060049,0.98724128,0.01275872
2.1666666666666665,30.44630849486287,-1.04155649,2.76384507,0.98226879,0.01773121
2.1666666666666665,31.55741960597398,-1.67316831,2.33006265,0.97712496,0.02287504
2.1666666666666665,32.353628023485285,-2.21161381,2.11637928,0.97338141,0.02661859
2.1666666666666665,32.37056867656353,-2.22187578,2.11182847,0.97333576,0.02666424
2.1666666666666665,32.66853071708509,-2.4418555,2.05140237,0.97191066,0.02808934
2.1666666666666665,33.779641828196205,-3.33843949,1.85731045,0.96664561,0.03335439
2.1666666666666665,34.89075293930731,-4.36402317,1.71609435,0.96133894,0.03866106
2.1666666666666665,36.001864050418426,-5.51185777,1.61266545,0.95598929,0.04401071
2.1666666666666665,37.11297516152953,-6.77025851,1.53070828,0.95064256,0.04935744
2.1666666666666665,38.22408627264065,-8.14155936,1.46536133,0.94530737,0.05469263
2.2222222222222223,27.353628023485285,-0.19594374,5.39354659,0.99271105,0.00728895
2.2222222222222223,28.464739134596396,-0.5285187,3.59440856,0.98780648,0.01219352
2.2222222222222223,29.575850245707507,-1.01347276,2.78233719,0.98279168,0.01720832
2.2222222222222223,30.686961356818617,-1.63863049,2.35522532,0.9777666,0.0222334
2.2222222222222223,31.53239166016025,-2.2097393,2.13026095,0.97383878,0.02616122
2.2222222222222223,31.551506125982108,-2.22595367,2.12072652,0.97371223,0.02628777
2.2222222222222223,31.798072467929728,-2.40795537,2.069107,0.97254057,0.02745943
2.2222222222222223,32.90918357904084,-3.30408238,1.87241889,0.9673484,0.0326516
2.2222222222222223,34.02029469015195,-4.3302568,1.73224631,0.96207372,0.03792628
2.2222222222222223,35.131405801263064,-5.48088618,1.62455472,0.95672664,0.04327336
2.2222222222222223,36.24251691237417,-6.74103141,1.54276547,0.95145468,0.04854532
2.2222222222222223,37.353628023485285,-8.11773671,1.47688441,0.94611092,0.05388908
2.2777777777777777,26.53239166016025,-0.17987978,5.5161232,0.99311965,0.00688035
2.2777777777777777,27.64350277127136,-0.50659568,3.70251371,0.98830484,0.01169516
2.2777777777777777,28.754613882382472,-0.98304938,2.85459776,0.98338847,0.01661153
2.2777777777777777,29.865724993493583,-1.60449311,2.38620418,0.97840724,0.02159276
2.2777777777777777,30.76303838090918,-2.21417596,2.13471258,0.97420596,0.02579404
2.2777777777777777,30.976836104604693,-2.37160636,2.086905,0.97321383,0.02678617
2.2777777777777777,32.08794721571581,-3.27004797,1.89068004,0.96802099,0.03197901
2.2777777777777777,33.199058326826915,-4.2984479,1.74637238,0.96273966,0.03726034
2.2777777777777777,34.31016943793803,2.45653217,4.84176498,0.99682738,0.00317262
2.2777777777777777,35.42128054904914,-6.71805756,1.55422095,0.95217484,0.04782516
2.2777777777777777,36.53239166016025,-8.09846164,1.48756033,0.94689945,0.05310055
2.3333333333333335,25.76303838090918,-0.1672665,5.69988414,0.99347892,0.00652108
2.3333333333333335,26.87414949202029,-0.48873994,3.75019171,0.98871938,0.01128062
2.3333333333333335,27.9852606031314,-0.96329937,2.88592385,0.98382058,0.01617942
2.3333333333333335,29.096371714242512,-1.58026279,2.4084055,0.978886,0.021114
2.3333333333333335,30.027275491848886,-2.21222422,2.14791065,0.97461089,0.02538911
2.3333333333333335,30.04283413377806,-2.22574288,2.14511702,0.97452674,0.02547326
2.3333333333333335,30.207482825353623,-2.34861671,2.10608641,0.97372599,0.02627401
2.3333333333333335,31.318593936464737,-3.2441375,1.9037242,0.96861455,0.03138545
2.3333333333333335,32.429705047575844,-4.27563768,1.75986307,0.96339555,0.03660445
2.3333333333333335,33.54081615868696,-5.42767993,1.65064166,0.95813204,0.04186796
2.3333333333333335,34.651927269798065,-6.70378046,1.56551017,0.95281312,0.04718688
2.3333333333333335,35.76303838090918,-8.09678345,1.49787336,0.947479,0.052521
2.388888888888889,25.027275491848886,-0.15513105,5.91774273,0.99386066,0.00613934
2.388888888888889,26.138386602959997,-0.46825039,3.8577033,0.98916356,0.01083644
2.388888888888889,27.249497714071108,-0.9387676,2.9293505,0.98430657,0.01569343
2.388888888888889,28.36060882518222,-1.55671437,2.43299263,0.97934339,0.02065661
2.388888888888889,29.33505245031995,-2.21764678,2.16010668,0.97493672,0.02506328
2.388888888888889,29.47171993629333,-2.31758802,2.12829923,0.97434485,0.02565515
2.388888888888889,30.58283104740444,-3.21378431,1.92204137,0.96922092,0.03077908
2.388888888888889,31.69394215851555,-4.24973024,1.77353677,0.96401229,0.03598771
2.388888888888889,32.80505326962666,-5.40644267,1.66235608,0.95875186,0.04124814
2.388888888888889,33.91616438073777,-6.68619248,1.57676099,0.95347762,0.04652238
2.388888888888889,35.02727549184888,-8.08413845,1.50762079,0.94815451,0.05184549
2.4444444444444446,24.33505245031995,-0.14360086,6.01822686,0.9941436,0.0058564
2.4444444444444446,25.44616356143106,-0.45113479,3.90828446,0.98954286,0.01045714
2.4444444444444446,26.55727467254217,-0.91445479,2.97418608,0.98479179,0.01520821
2.4444444444444446,27.66838578365328,-1.53471682,2.46286067,0.97982103,0.02017897
2.4444444444444446,28.675390014497875,-2.21537033,2.17054985,0.97533466,0.02466534
2.4444444444444446,28.779496894764392,-2.29526,2.14553273,0.97481001,0.02518999
2.4444444444444446,29.890608005875507,-3.19704536,1.9354091,0.96972025,0.03027975
2.4444444444444446,31.001719116986617,-4.21966708,1.78747823,0.96462997,0.03537003
2.4444444444444446,32.11283022809773,-5.38681817,1.67435939,0.95937838,0.04062162
2.4444444444444446,33.223941339208835,-6.67556862,1.58741311,0.95407076,0.04592924
2.4444444444444446,34.33505245031995,-8.07476137,1.51839093,0.94880709,0.05119291
2.5,23.675390014497875,-0.13199066,6.25626466,0.99451151,0.00548849
2.5,24.786501125608986,-0.43377869,3.99964526,0.98993019,0.01006981
2.5,25.8976122367201,-0.89767256,3.00744847,0.98514959,0.01485041
2.5,27.00872334783121,-1.51276587,2.48131053,0.98026965,0.01973035
2.5,28.047336572251606,-2.2165042,2.18115244,0.97566565,0.02433435
2.5,28.11983445894232,-2.27364598,2.16210839,0.97528888,0.02471112
2.5,29.230945570053432,-3.17265468,1.95074983,0.97025423,0.02974577
2.5,30.342056681164543,-4.21150224,1.79972403,0.96510581,0.03489419
2.5,31.453167792275657,-5.37530668,1.68608153,0.95990416,0.04009584
2.5,32.564278903386764,-6.66753471,1.59795677,0.95461372,0.04538628
2.5,33.67539001449788,-8.07148903,1.52811769,0.94938465,0.05061535
